电影名称,评论者,评分等级,评论日期,点赞数,评论内容
黑镜：圣诞特别篇,小天狼星,力荐, 2023-07-25 00:08:37 ,1,第二个故事：如果你知道被分离出来为你服务的意识也是你自己 真的会有人忍心那么残忍的对待自己吗？ 第三个故事：他砸一个收音机 声音就变大一倍 关不掉了 也没人能听到你的求助 睡不着也不会死 一千年 太可怕了 至于屏蔽 以后就当聋哑人一样生活呗 你还能手写🥲
黑镜：圣诞特别篇,凹凸曼|㍿,推荐, 2015-02-03 10:38:25 ,2,分离出的意识是本体的延续还是独立的个体
黑镜：圣诞特别篇,张苑希,推荐, 2014-12-18 21:44:33 ,2,好看，神作不解释，永远只有猜不到的反转结局
黑镜：圣诞特别篇,低调鸢尾,推荐, 2016-10-28 20:53:52 ,0,套来套去
黑镜：圣诞特别篇,熊野爷(老年版,力荐, 2014-12-19 22:25:58 ,2,编剧一定被人拉黑过~感触挺深啊~
黑镜：圣诞特别篇,二月鸟语,力荐, 2018-01-11 04:08:26 ,1,一黑黑一片，在人性面前没有胜者~
黑镜：圣诞特别篇,江湖遠人,推荐, 2014-12-22 11:06:39 ,0,全是高科技。
黑镜：圣诞特别篇,支离疏,力荐, 2014-12-24 14:54:30 ,1,同样的味道~~~~
黑镜：圣诞特别篇,尧耳,力荐, 2021-03-23 18:07:15 ,1,环环相扣，想象力和精彩程度都令人叹服。
黑镜：圣诞特别篇,峰峰峰峰,还行, 2019-02-15 19:03:42 ,0,黑镜深渊，度秒如年，人间路窄，圣诞无限
黑镜：圣诞特别篇,道臣岚,还行, 2014-12-18 23:22:45 ,3,没觉得特别有冲击力，当人掌握权力而又无人制衡时世界将呈现的恐怖模样倒是有点意思。
黑镜：圣诞特别篇,The Wanted,推荐, 2017-12-23 12:43:13 ,0,太痛苦了
黑镜：圣诞特别篇,Anamnesis,力荐, 2014-12-20 23:08:32 ,0,细思极恐，火腿叔还是那么帅呢~
黑镜：圣诞特别篇,听霜书生,推荐, 2017-02-10 13:01:28 ,0,说是科技带来恐怖，但是这一集各种悲剧的愿意，终究是人为的操作导致：男智囊偷偷带着一群小弟观看，女人自己想奴役自己意识为保姆，审问者们认为男智囊应该被全民屏蔽，男审讯者擅自决定一分钟等于一千天.....
黑镜：圣诞特别篇,蓝格子,还行, 2022-12-25 18:15:04 ,0,有1..失望的圣诞故事，后面几乎都能猜中，可能分part并不是一个好的方式，最喜欢的台词是，圣诞节，12月25日，听说过没？
黑镜：圣诞特别篇,花落花开自有时,推荐, 2023-06-29 22:25:22 ,0,有点恐怖。
黑镜：圣诞特别篇,樱夏枫雪,力荐, 2015-05-09 21:41:31 ,0,一向都很看好黑镜~不过觉得那个世界也太可怜了吧~毫无人性~
黑镜：圣诞特别篇,夏予川,力荐, 2019-01-08 21:03:04 ,1,个人最爱的一集黑镜，看了好多遍
黑镜：圣诞特别篇,游坦,推荐, 2014-12-21 14:06:19 ,0,科技进步带来伦理忧虑。剧本是把移动互联网社交模式移植到身体和社会属性中。究竟什么是真实？是意识还是肉体？值得深思
黑镜：圣诞特别篇,嘟嘟熊之父,还行, 2014-12-19 23:17:22 ,1,感觉局布得太大了，没兜圆。
黑镜：圣诞特别篇,il,还行, 2015-01-25 04:30:46 ,0,"bloody cold heart,writer,i mean."
黑镜：圣诞特别篇,Q·ian·Sivan,推荐, 2018-04-25 22:23:07 ,0,"「People want to be noticed. They don't like be shut out. It makes them feel invisible.」「That's slavery. She thought she was real. It's barbaric. → She's only made of code, she's not real. Fuck her. But you're empathetic.」「You're blocked. By everyone.」"
黑镜：圣诞特别篇,FY7,很差, 2023-06-09 17:50:11 ,0,捞的一批
黑镜：圣诞特别篇,给我个电话亭，我要拯救地球！,推荐, 2014-12-17 15:55:39 ,0,今年过节看黑镜 Jon讲的两个故事比较有趣 至于男二 block的设定过于便利 part 6的翻转很难让人接受呐
黑镜：圣诞特别篇,ibelieve,推荐, 2015-01-03 21:27:12 ,0,blocked这件事太残忍了！
黑镜：圣诞特别篇,悠公子,力荐, 2022-11-21 14:55:02 ,0,操蛋的黑科技啊！
黑镜：圣诞特别篇,樂啊樂,力荐, 2018-06-10 15:32:47 ,1,环环相扣
黑镜：圣诞特别篇,King Sitcome,较差, 2014-12-30 21:11:50 ,2,拉黑别人什么的通常都是自己小肚鸡肠而已。confess那段交代的实在太傻逼，看得气人。跟看刘慈欣的多数短篇科幻小说的感觉差不多，设定烂俗，想象幼稚。当然，并不妨碍有人看到“英剧”“黑镜”的标签就高潮。卓别林外孙女线条还可以，举止间也不忘显示一下自己的舞蹈功底，呵呵。
黑镜：圣诞特别篇,神哥,推荐, 2021-07-26 13:40:05 ,0,脑洞挺大呀！电子系牢笼。被屏蔽之后全是马赛克，这跟301打分系统有点像。
黑镜：圣诞特别篇,啊么吸溜,力荐, 2020-10-04 22:09:51 ,1,《围城》里有一句很贴切，“信口胡扯，而偏能一语道破，天下未卜先知的预言家都是这样的。”如果在赛博时代，读心术大概也类似一种违禁品。
黑镜：圣诞特别篇,颍原真吾,力荐, 2023-06-30 09:31:57 ,0,People want to be noticed. They don't like to be shut out. It makes them feel invisible.
黑镜：圣诞特别篇,猫语猫寻,力荐, 2019-01-03 13:58:18 ,1,到目前为止这是我最喜欢的一集黑镜，已经四年过去了里面的三个故事依然让我记忆犹新——永生不死的恐惧、被所有人屏蔽的绝望、被操控的恋爱……这才是黑镜该有的样子呀！
黑镜：圣诞特别篇,和风莫吉托,力荐, 2014-12-26 09:14:23 ,0,我们昨晚看了这个然后今早都噩梦不断。我梦到被囚禁于五楼，撬窗跳下逃出后一路被追赶，各种躲藏，光怪陆离；他梦到自己以上帝视角看自己在屋内和人谈话，被屋外一个人形黑影偷窥。这是被植入了什么恐怖概念吗。。so mind fucking...
黑镜：圣诞特别篇,Larbre,力荐, 2016-10-02 00:28:51 ,1,【20161001】科技在發展，人類的想象不斷在實現。但人性未變，內核的道德、價值觀未變，乘著科技的翅膀，人性的幽暗一手遮天。黑鏡係列的套路，技術一直在發展，但狩獵採集者的後裔——智人並沒有配合進化，人性的弱點放大到恐怖。興許真的，人類會進化成無欲無求勇往直前探索宇宙的完美超人。
黑镜：圣诞特别篇,第27章,力荐, 2015-03-04 22:27:03 ,0,神剧还是神剧。
黑镜：圣诞特别篇,Dita,力荐, 2016-02-12 22:32:55 ,0,本来想说屏蔽功能太赞，可是看的真是一会一个wtf还是让人大吃一惊！闭嘴惊艳！真特么悲伤悲伤悲伤！！！！！！！最后还特么落实哈皮圣诞节真是大写的讽刺！
黑镜：圣诞特别篇,淤泥河干,2014-12-26 16:54:21, 2014-12-26 16:54:21 ,1,1.block sb的手段太残酷，但现实又何尝不是如此呢？2.故事环环相扣，现实与意念，概念如盗梦空间3.最后的结局像死亡游轮般往复4.人工智能产生感情了，对有感情的人工智能的折磨就不算折磨了么？
黑镜：圣诞特别篇,跨栏冠军东莞仔,2014-12-18 23:58:34, 2014-12-18 23:58:34 ,1,从Harry到Potter，其间还有HP演员及演员家属入镜…Potter的故事基本都能猜到剧情…最后还是被俄罗斯套娃吓出一身冷汗
黑镜：圣诞特别篇,Mignon松弛地,推荐, 2014-12-21 16:53:44 ,2,意识副本这个设定好残酷...以及四维版拉黑。
黑镜：圣诞特别篇,坍塌,力荐, 2014-12-21 03:24:31 ,0,不失水准。每个故事聪明的观众能反思很多，聪明的编剧可以找准一个切入点写成一部好剧本。怒赞！★★★★☆
黑镜：圣诞特别篇,莉莉丝（Ojas）,推荐, 2023-06-16 09:56:44 ,0,开PUA大师班的tk男（注意他有妻子有可能还有孩子）同情鲨人gz狂男，这种刑讯手段很好。女的怀孕失去上升期职业，只能回爸爸家做单亲妈妈，被前男友差点打，被前男友跟踪偷窥，发现孩子不是他的（他还一直念叨是他的孩子）她爸还被前男友鲨，从女人视角看这故事不是恐怖片吗（这种恐怖倒也一直在上演），想起前一阵美国的案子，前妻被前夫跟踪，开车几百公里到她家，伤了她爸妈，被老头反伤几十刀，没死，在监狱里不忘借钱雇凶手，准备整死她全家。这里对tk狂的屏蔽刑罚是相当妙，现实里开发吗，即使能也不会开发，猜猜为什么呢。思维牢笼土拨鼠之日的刑罚很适合他
黑镜：圣诞特别篇,野百合终生美丽,还行, 2024-06-22 09:13:11 ,0,这一集，看得晕乎乎的。
黑镜：圣诞特别篇,Jin,推荐, 2014-12-28 19:54:25 ,0,What happens if computers get so smart they fake failing the AI test? 剧本是好，但没把荒诞控制在不容易跳针的范围内。
黑镜：圣诞特别篇,少年夏不安,推荐, 2014-12-18 20:01:28 ,0,结构蛮妙的。
黑镜：圣诞特别篇,基瑞尔,力荐, 2023-05-16 12:12:36 ,0,迄今为止唯一一个圣诞特别集，能感觉到带着“可能是最后一集”的创作心态，在这集交叉多个故事和话题来达成反响，或者是联动之前许多集的事物建构一个“宇宙”；无论是通达几年后的“N号房”，又或者是它本身野心地接近于一部电影时长的一气呵成，都让人相当喜欢。其实在这里作结未必不好，那之后已经是别的故事。
黑镜：圣诞特别篇,paradiso,推荐, 2014-12-21 17:08:05 ,0,跟第二季那样：概念四处借，功夫在串联。把网络人际交往搬到现实中铁定有问题啊。美国外援。
黑镜：圣诞特别篇,生菜猫,推荐, 2022-05-02 02:16:05 ,0,科技的极致发展带来的是极致的恐怖。有一个小疑问：看AI打工的那边就感觉，似乎“饼干“提取的才是主人自己本身的意识，留在本体里的是复制出来的产物。这样的话就太恐怖了。
黑镜：圣诞特别篇,Mallory,推荐, 2020-10-27 23:09:56 ,0,被吓到了……
黑镜：圣诞特别篇,亲爱的猥琐猪,力荐, 2015-01-15 22:52:30 ,0,大梗还是猜到了，其实这个和《催眠大师》结构很像。最喜欢是用瓶中脑逆视角，从AI角度讨论一点伦理学不过很快转开话题。最后全片里唯一同情AI的人被自己的AI卖了也是神来之笔。屏蔽别人这个设定虽然想法很好但Bug确实很多。第一个桥段本可以做得更大。总体而言很有想法，但不至于压抑。
黑镜：圣诞特别篇,紫数,力荐, 2015-08-08 17:18:41 ,1,黑镜至今为止最喜欢的一集。最精巧的层次感营造了最深的绝望。
黑镜：圣诞特别篇,王卡,力荐, 2015-01-03 14:43:29 ,0,脑洞大开的黑科技创意。被所有人屏蔽，比坐牢还惨
黑镜：圣诞特别篇,盲忙,推荐, 2015-01-11 21:03:32 ,0,受够了，太压抑了。
黑镜：圣诞特别篇,沙力兔,推荐, 2014-12-19 15:40:52 ,0,考试周之后看这个 心塞棒棒哒 如果能让自己的意识副本一辈子在一个虚无空间里帮我设置闹钟 烤土司（想到了le corbusier...我真是中毒太深）虽然不坏可是我真的不愿意让她或者任何人被那样囚禁着 虽然有人会说那只是一串代码 另外想问 为啥那种只能隐形眼镜不能被取下来？难道已经成了法律要求佩戴的？
黑镜：圣诞特别篇,HiddenWitch,还行, 2023-12-25 23:50:43 ,0,每一分钟都圣诞快乐！然后一千年都如此～
黑镜：圣诞特别篇,L.C.,推荐, 2015-02-21 20:39:54 ,0,Good enough
黑镜：圣诞特别篇,Mumu,推荐, 2014-12-19 13:18:54 ,7,让你们过圣诞，让你们一过圣诞就矫情love actually……
黑镜：圣诞特别篇,浑浑噩噩,推荐, 2019-01-19 22:42:21 ,0,又一个被爱击败的可怜人，他输在首先%100付出
黑镜：圣诞特别篇,方舒逸,还行, 2017-09-25 22:39:47 ,0,“智能眼”+“人体识别技术”
黑镜：圣诞特别篇,荞麦安娜娜娜,推荐, 2017-05-31 12:31:15 ,0,其实是三个小故事串在一起，很黑很科技。蛮惨的。
黑镜：圣诞特别篇,w2jmoe,很差, 2021-09-29 21:27:40 ,0,呃... =   =lll
黑镜：圣诞特别篇,影中世界,力荐, 2020-04-07 22:53:27 ,0,真硬核屏蔽，黑镜里的黑科技实在太可怕了...
超感猎杀：完结特别篇,Amok,力荐, 2018-06-08 22:32:41 ,3536,卡拉：小孩子才选，成年人两个都要
超感猎杀：完结特别篇,Harry Poppers,力荐, 2018-06-08 20:45:58 ,2845,都8102年了我还在替卡拉妹子纠结选哪个男人，结果导演…真是干得漂亮。
超感猎杀：完结特别篇,Aries不打伞,力荐, 2018-06-08 18:18:29 ,1764,我们之中有打了4星的叛徒！🤨
超感猎杀：完结特别篇,萨嘎摩多熊猫桑,力荐, 2018-06-09 04:33:32 ,1272,我的天！也只有沃卓斯基姐妹敢把一个在丈夫和小三之间难以取舍的印度女性拍成现实生活里直男们梦寐以求or影视作品中早已被他们多次实现——两个人都爱你，哪怕明知对方存在也要继续和你在一起的戏码。更狠的是，还同意你“双飞”，甚至他俩自己在床上也搞得火热。我真的，相当服气。
超感猎杀：完结特别篇,傻乐的猫,2018-06-09 09:37:44, 2018-06-09 09:37:44 ,73,拉了下进度条，看了下床戏，然后删，当完成一件任务。
超感猎杀：完结特别篇,Loratadine,力荐, 2018-06-08 18:47:39 ,987,最终集已经成为一种情怀，两个半小时显得弥足珍贵。希望每个人都可以找到自己的族群，并且不用躲藏，害怕任何外界带来的纷繁。永远热爱为少数群体发声的电影电视。
超感猎杀：完结特别篇,LeungChanXXX,推荐, 2018-06-09 02:29:14 ,1501,想拥有Wolfgang与他的粉色牛仔外套
超感猎杀：完结特别篇,周而,力荐, 2018-06-08 20:33:19 ,808,I knew it!!i knew it!最后十几人的群p！！！哈哈哈哈哈导演不会放过他们的肉体的！！！哈哈哈哈
超感猎杀：完结特别篇,同志亦凡人中文站,力荐, 2018-06-14 18:33:43 ,711,剧情明显放水，但不死人、有群P，这样的结局一本满足。每次看Sense8都是一种宣泄，人生最大的嘉年华不就是被爱的人包围吗？
超感猎杀：完结特别篇,吃水果小疯魔,力荐, 2018-06-08 21:16:30 ,569,呜呜呜呜 我想做印度女人！！！
超感猎杀：完结特别篇,喜儿喂鸭正经地,推荐, 2018-06-11 03:20:21 ,259,同时喜欢两个人怎么办，好苦恼，不如3P吧！
超感猎杀：完结特别篇,Metoπymy,力荐, 2018-06-08 17:58:16 ,507,如果我的Sense 8也存在，愿他们七个人比我过得好。沃卓斯基放下了她们锐利的科幻讽刺，为我们创造了一个充满人情味的世界，以此慰藉世人，你们并不孤独。所以，谢谢，再见。
超感猎杀：完结特别篇,克里斯肥猪,力荐, 2018-06-09 05:51:42 ,460,迪厅那段真的登峰造极；wolfgan的粉夹克；韩国cp甜得我姨母心炸裂；kala女王万万岁；网飞拜托睁大眼睛看看 别再弄那些不忍直视的电影了 把钱花在对的地方！
